udi,product_id,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf,type_encoded,temp_diff,power
7014,M21873,M,300.4,310.4,1544.0,36.3,21,0,0,0,0,0,0,1,10.0,56047.2
7015,H36428,H,300.5,310.5,1403.0,47.7,24,0,0,0,0,0,0,2,10.0,66923.1
7016,L54195,L,300.5,310.5,1452.0,42.9,29,0,0,0,0,0,0,0,10.0,62290.8
7017,L54196,L,300.6,310.5,1509.0,43.1,31,0,0,0,0,0,0,0,9.9,65037.9
7018,M21877,M,300.7,310.6,1474.0,37.0,33,0,0,0,0,0,0,1,9.9,54538.0
7019,M21878,M,300.7,310.7,1377.0,46.7,36,0,0,0,0,0,0,1,10.0,64305.9
7020,L54199,L,300.8,310.8,1741.0,27.1,39,0,0,0,0,0,0,0,10.0,47181.1
7021,L54200,L,300.8,310.8,1460.0,53.8,41,0,0,0,0,0,0,0,10.0,78548.0
7022,H36435,H,300.7,310.6,1631.0,32.6,43,0,0,0,0,0,0,2,9.9,53170.6
7023,L54202,L,300.7,310.5,1561.0,33.2,48,0,0,0,0,0,0,0,9.8,51825.2
7024,M21883,M,300.7,310.6,1572.0,38.5,50,0,0,0,0,0,0,1,9.9,60522.0
7025,L54204,L,300.6,310.6,2076.62838774028,18.7,53,0,0,0,0,0,0,0,10.0,38832.951
7026,H36439,H,300.6,310.6,1448.0,44.7,55,0,0,0,0,0,0,2,10.0,64725.6
7027,L54206,L,300.6,310.7,1543.0,39.6,60,0,0,0,0,0,0,0,10.1,61102.8
7028,L54207,L,300.6,310.6,1508.0,34.8,62,0,0,0,0,0,0,0,10.0,52478.4
7029,M21888,M,300.6,310.6,1403.0,50.4,64,0,0,0,0,0,0,1,10.0,70711.2
7030,L54209,L,300.6,310.6,1454.0,39.7,67,0,0,0,0,0,0,0,10.0,57723.8
7031,L54210,L,300.7,310.8,1772.0,27.3,69,0,0,0,0,0,0,0,10.1,48375.6
7032,L54211,L,300.7,310.8,1479.0,49.1,71,0,0,0,0,0,0,0,10.1,72618.9
7033,L54212,L,300.7,310.9,1723.0,31.0,73,0,0,0,0,0,0,0,10.2,53413.0
7034,M21893,M,300.7,310.8,1469.0,46.4,75,0,0,0,0,0,0,1,10.1,68161.6
7035,H36448,H,300.6,310.6,1830.0,26.2,78,0,0,0,0,0,0,2,10.0,47946.0
7036,L54215,L,300.6,310.6,1497.0,38.2,83,0,0,0,0,0,0,0,10.0,57185.4
7037,L54216,L,300.7,310.6,1540.0,52.7,85,0,0,0,0,0,0,0,9.9,81158.0
7038,L54217,L,300.6,310.6,1514.0,39.5,87,0,0,0,0,0,0,0,10.0,59803.0
7039,L54218,L,300.7,310.6,1654.0,34.2,89,0,0,0,0,0,0,0,9.9,56566.8
7040,H36453,H,300.6,310.5,1519.0,37.0,91,0,0,0,0,0,0,2,9.9,56203.0
7041,L54220,L,300.7,310.6,1720.0,30.3,96,0,0,0,0,0,0,0,9.9,52116.0
7042,L54221,L,300.6,310.5,1470.0,37.7,98,0,0,0,0,0,0,0,9.9,55419.0
7043,L54222,L,300.6,310.5,1642.0,29.9,100,0,0,0,0,0,0,0,9.9,49095.8
7044,M21903,M,300.7,310.6,2006.0,19.1,102,0,0,0,0,0,0,1,9.9,38314.6
7045,M21904,M,300.7,310.6,1505.0,35.6,105,0,0,0,0,0,0,1,9.9,53578.0
7046,M21905,M,300.7,310.6,1609.0,27.6,108,0,0,0,0,0,0,1,9.9,44408.4
7047,M21906,M,300.7,310.5,1863.0,22.2,111,0,0,0,0,0,0,1,9.8,41358.6
7048,L54227,L,300.6,310.4,1401.0,42.6,114,0,0,0,0,0,0,0,9.8,59682.6
7049,L54228,L,300.6,310.4,2007.0,19.8,116,0,0,0,0,0,0,0,9.8,39738.6
7050,L54229,L,300.6,310.4,1494.0,47.3,118,0,0,0,0,0,0,0,9.8,70666.2
7051,L54230,L,300.6,310.4,1457.0,47.7,120,0,0,0,0,0,0,0,9.8,69498.9
7052,L54231,L,300.6,310.4,1556.0,37.7,122,0,0,0,0,0,0,0,9.8,58661.2
7053,H36466,H,300.6,310.4,1510.0,42.8,124,0,0,0,0,0,0,2,9.8,64628.0
7054,H36467,H,300.7,310.5,1567.0,38.7,129,0,0,0,0,0,0,2,9.8,60642.9
7055,H36468,H,300.7,310.5,1476.0,43.1,134,0,0,0,0,0,0,2,9.8,63615.6
7056,L54235,L,300.8,310.6,1663.0,30.6,139,0,0,0,0,0,0,0,9.8,50887.8
7057,M21916,M,300.8,310.5,1409.0,50.6,141,0,0,0,0,0,0,1,9.7,71295.4
7058,L54237,L,300.8,310.6,1666.0,36.2,144,0,0,0,0,0,0,0,9.8,60309.2
7059,L54238,L,300.7,310.6,1520.0,45.9,146,0,0,0,0,0,0,0,9.9,69768.0
7060,L54239,L,300.6,310.5,1644.0,33.8,148,0,0,0,0,0,0,0,9.9,55567.2
7061,H36474,H,300.6,310.4,1479.0,35.6,150,0,0,0,0,0,0,2,9.8,52652.4
7062,L54241,L,300.6,310.4,1446.0,49.7,155,0,0,0,0,0,0,0,9.8,71866.2
7063,M21922,M,300.6,310.4,1407.0,51.1,157,0,0,0,0,0,0,1,9.8,71897.7
7064,L54243,L,300.7,310.4,1234.0,51.7,160,0,0,0,0,0,0,0,9.7,63797.8
7065,M21924,M,300.8,310.5,1696.0,29.7,162,0,0,0,0,0,0,1,9.7,50371.2
7066,L54245,L,300.8,310.6,1384.0,52.9,165,0,0,0,0,0,0,0,9.8,73213.6
7067,M21926,M,300.8,310.7,1572.0,36.2,167,0,0,0,0,0,0,1,9.9,56906.4
7068,M21927,M,300.8,310.7,1386.0,42.1,170,0,0,0,0,0,0,1,9.9,58350.6
7069,L54248,L,300.8,310.7,1461.0,42.8,173,0,0,0,0,0,0,0,9.9,62530.8
7070,L54249,L,300.8,310.7,1525.0,39.4,175,0,0,0,0,0,0,0,9.9,60085.0
7071,L54250,L,300.7,310.7,1333.0,61.0,177,0,0,0,0,0,0,0,10.0,81313.0
7072,H36485,H,300.7,310.6,1505.0,40.6,179,0,0,0,0,0,0,2,9.9,61103.0
7073,M21932,M,300.7,310.6,1439.0,41.7,184,0,0,0,0,0,0,1,9.9,60006.3
7074,L54253,L,300.7,310.6,1491.0,43.2,187,0,0,0,0,0,0,0,9.9,64411.2
7075,M21934,M,300.7,310.6,1488.0,39.2,189,0,0,0,0,0,0,1,9.9,58329.6
7076,L54255,L,300.7,310.5,1536.0,47.4,192,0,0,0,0,0,0,0,9.8,72806.4
7077,L54256,L,300.7,310.5,1960.0,21.0,194,0,0,0,0,0,0,0,9.8,41160.0
7078,M21937,M,300.7,310.5,1594.0,31.0,196,0,0,0,0,0,0,1,9.8,49414.0
7079,L54258,L,300.7,310.5,1357.0,52.6,199,0,0,0,0,0,0,0,9.8,71378.2
7080,L54259,L,300.7,310.5,1445.0,41.1,201,0,0,0,0,0,0,0,9.8,59389.5
7081,L54260,L,300.7,310.4,1543.0,47.3,203,0,0,0,0,0,0,0,9.7,72983.9
7082,L54261,L,300.7,310.4,1366.0,52.6,205,0,0,0,0,0,0,0,9.7,71851.6
7083,L54262,L,300.7,310.3,1458.0,40.0,207,0,0,0,0,0,0,0,9.6,58320.0
7084,L54263,L,300.7,310.4,1416.0,61.8,209,1,0,0,1,1,0,0,9.7,87508.8
7085,L54264,L,300.6,310.3,1794.0,24.4,211,0,0,0,0,0,0,0,9.7,43773.6
7086,L54265,L,300.6,310.3,1484.0,41.0,213,0,0,0,0,0,0,0,9.7,60844.0
7087,L54266,L,300.6,310.4,2076.62838774028,13.4,215,0,0,0,0,0,0,0,9.8,27826.82
7088,L54267,L,300.6,310.3,1648.0,30.5,217,1,1,0,0,0,0,0,9.7,50264.0
7089,M21948,M,300.6,310.3,1614.0,32.7,0,0,0,0,0,0,0,1,9.7,52777.8
7090,L54269,L,300.6,310.2,1622.0,34.1,3,0,0,0,0,0,0,0,9.6,55310.2
7091,M21950,M,300.6,310.2,1478.0,40.1,5,0,0,0,0,0,0,1,9.6,59267.8
7092,L54271,L,300.6,310.2,1318.0,51.0,8,0,0,0,0,0,0,0,9.6,67218.0
7093,L54272,L,300.7,310.2,1493.0,35.9,10,0,0,0,0,0,0,0,9.5,53598.7
7094,H36507,H,300.7,310.3,1369.0,50.7,12,0,0,0,0,0,0,2,9.6,69408.3
7095,L54274,L,300.6,310.2,1447.0,45.9,17,0,0,0,0,0,0,0,9.6,66417.3
7096,L54275,L,300.6,310.1,1485.0,49.9,19,0,0,0,0,0,0,0,9.5,74101.5
7097,L54276,L,300.6,310.2,1489.0,47.8,21,0,0,0,0,0,0,0,9.6,71174.2
7098,M21957,M,300.6,310.2,1233.0,52.3,23,0,0,0,0,0,0,1,9.6,64485.9
7099,L54278,L,300.7,310.2,1642.0,32.6,26,0,0,0,0,0,0,0,9.5,53529.2
7100,M21959,M,300.7,310.2,1373.0,44.1,28,0,0,0,0,0,0,1,9.5,60549.3
7101,L54280,L,300.7,310.2,1569.0,32.8,31,0,0,0,0,0,0,0,9.5,51463.2
7102,L54281,L,300.8,310.2,1850.0,22.8,33,0,0,0,0,0,0,0,9.4,42180.0
7103,M21962,M,300.8,310.3,1494.0,42.2,35,0,0,0,0,0,0,1,9.5,63046.8
7104,H36517,H,300.8,310.3,1777.0,30.1,38,0,0,0,0,0,0,2,9.5,53487.7
7105,L54284,L,300.9,310.4,1454.0,43.1,43,0,0,0,0,0,0,0,9.5,62667.4
7106,L54285,L,300.9,310.4,1536.0,34.2,45,0,0,0,0,0,0,0,9.5,52531.2
7107,L54286,L,300.8,310.5,1482.0,39.0,47,0,0,0,0,0,0,0,9.7,57798.0
7108,H36521,H,300.9,310.5,1512.0,41.2,49,0,0,0,0,0,0,2,9.6,62294.4
7109,M21968,M,300.8,310.5,1511.0,35.8,54,0,0,0,0,0,0,1,9.7,54093.8
7110,L54289,L,300.9,310.5,1599.0,40.5,57,0,0,0,0,0,0,0,9.6,64759.5
7111,M21970,M,300.8,310.4,1518.0,36.0,59,0,0,0,0,0,0,1,9.6,54648.0
7112,M21971,M,300.8,310.4,1450.0,39.4,62,0,0,0,0,0,0,1,9.6,57130.0
7113,L54292,L,300.9,310.4,1427.0,47.0,65,0,0,0,0,0,0,0,9.5,67069.0
7114,L54293,L,300.9,310.4,1561.0,32.7,67,0,0,0,0,0,0,0,9.5,51044.7
7115,H36528,H,300.9,310.4,1457.0,43.8,69,0,0,0,0,0,0,2,9.5,63816.6
7116,M21975,M,301.0,310.6,1460.0,53.6,74,0,0,0,0,0,0,1,9.6,78256.0
7117,L54296,L,301.0,310.5,1601.0,33.2,77,0,0,0,0,0,0,0,9.5,53153.2
7118,L54297,L,300.9,310.5,1570.0,40.1,79,0,0,0,0,0,0,0,9.6,62957.0
7119,L54298,L,300.9,310.5,1565.0,35.9,81,0,0,0,0,0,0,0,9.6,56183.5
7120,L54299,L,301.0,310.5,1378.0,44.4,83,0,0,0,0,0,0,0,9.5,61183.2
7121,L54300,L,300.9,310.5,2076.62838774028,16.1,85,0,0,0,0,0,0,0,9.6,33433.717
7122,M21981,M,300.9,310.4,1375.0,44.7,87,0,0,0,0,0,0,1,9.5,61462.5
7123,L54302,L,300.9,310.4,1788.0,27.8,90,0,0,0,0,0,0,0,9.5,49706.4
7124,M21983,M,300.9,310.4,1576.0,40.4,92,0,0,0,0,0,0,1,9.5,63670.4
7125,M21984,M,300.8,310.3,1868.0,24.5,95,0,0,0,0,0,0,1,9.5,45766.0
7126,L54305,L,300.7,310.1,1261.0,56.6,98,0,0,0,0,0,0,0,9.4,71372.6
7127,M21986,M,300.6,310.0,1542.0,33.9,100,0,0,0,0,0,0,1,9.4,52273.8
7128,L54307,L,300.6,310.0,1438.0,53.8,103,0,0,0,0,0,0,0,9.4,77364.4
7129,L54308,L,300.6,310.0,1511.0,36.9,105,0,0,0,0,0,0,0,9.4,55755.9
7130,L54309,L,300.6,310.0,1635.0,31.0,107,0,0,0,0,0,0,0,9.4,50685.0
7131,L54310,L,300.6,309.9,1428.0,48.8,109,0,0,0,0,0,0,0,9.3,69686.4
7132,M21991,M,300.5,309.8,1410.0,44.4,111,0,0,0,0,0,0,1,9.3,62604.0
7133,L54312,L,300.5,309.9,1423.0,47.9,114,0,0,0,0,0,0,0,9.4,68161.7
7134,M21993,M,300.5,309.9,1552.0,41.3,116,0,0,0,0,0,0,1,9.4,64097.6
7135,M21994,M,300.5,310.0,1406.0,50.2,119,0,0,0,0,0,0,1,9.5,70581.2
7136,L54315,L,300.5,309.9,1443.0,48.3,122,0,0,0,0,0,0,0,9.4,69696.9
7137,M21996,M,300.5,309.9,1343.0,63.7,124,0,0,0,0,0,0,1,9.4,85549.1
7138,M21997,M,300.6,310.0,1486.0,41.2,127,0,0,0,0,0,0,1,9.4,61223.2
7139,L54318,L,300.6,310.1,1297.0,50.0,130,0,0,0,0,0,0,0,9.5,64850.0
7140,L54319,L,300.6,310.1,1495.0,42.3,132,0,0,0,0,0,0,0,9.5,63238.5
7141,L54320,L,300.5,309.9,1382.0,46.5,134,0,0,0,0,0,0,0,9.4,64263.0
7142,M22001,M,300.4,309.8,1356.0,44.4,136,0,0,0,0,0,0,1,9.4,60206.4
7143,H36556,H,300.3,309.7,1452.0,41.5,139,0,0,0,0,0,0,2,9.4,60258.0
7144,H36557,H,300.3,309.7,1582.0,30.8,144,0,0,0,0,0,0,2,9.4,48725.6
7145,M22004,M,300.4,309.8,1517.0,40.3,149,0,0,0,0,0,0,1,9.4,61135.1
7146,L54325,L,300.5,310.0,1413.0,44.5,152,0,0,0,0,0,0,0,9.5,62878.5
7147,L54326,L,300.4,309.9,1496.0,31.8,154,0,0,0,0,0,0,0,9.5,47572.8
7148,L54327,L,300.3,309.8,1466.0,41.2,156,0,0,0,0,0,0,0,9.5,60399.2
7149,M22008,M,300.3,309.8,1617.0,40.8,158,0,0,0,0,0,0,1,9.5,65973.6
7150,L54329,L,300.2,309.8,1506.0,41.8,161,0,0,0,0,0,0,0,9.6,62950.8
7151,L54330,L,300.2,309.8,1401.0,49.3,163,0,0,0,0,0,0,0,9.6,69069.3
7152,H36565,H,300.2,309.9,1906.0,22.9,165,0,0,0,0,0,0,2,9.7,43647.4
7153,L54332,L,300.2,309.9,1566.0,36.4,170,0,0,0,0,0,0,0,9.7,57002.4
7154,L54333,L,300.2,310.0,1493.0,47.3,172,0,0,0,0,0,0,0,9.8,70618.9
7155,L54334,L,300.3,310.1,1483.0,39.9,174,0,0,0,0,0,0,0,9.8,59171.7
7156,M22015,M,300.2,309.9,1569.0,31.2,176,0,0,0,0,0,0,1,9.7,48952.8
7157,M22016,M,300.2,310.0,1664.0,30.7,179,0,0,0,0,0,0,1,9.8,51084.8
7158,L54337,L,300.2,310.0,1486.0,40.1,182,0,0,0,0,0,0,0,9.8,59588.6
7159,L54338,L,300.2,310.0,1389.0,53.6,184,0,0,0,0,0,0,0,9.8,74450.4
7160,L54339,L,300.1,310.0,1511.0,41.7,186,0,0,0,0,0,0,0,9.9,63008.7
7161,M22020,M,300.2,310.1,1485.0,40.5,188,0,0,0,0,0,0,1,9.9,60142.5
7162,L54341,L,300.2,310.2,1440.0,42.9,191,0,0,0,0,0,0,0,10.0,61776.0
7163,L54342,L,300.2,310.2,1378.0,43.9,193,0,0,0,0,0,0,0,10.0,60494.2
7164,M22023,M,300.1,310.1,1501.0,39.3,195,0,0,0,0,0,0,1,10.0,58989.3
7165,M22024,M,300.2,310.1,1474.0,44.0,198,0,0,0,0,0,0,1,9.9,64856.0
7166,L54345,L,300.2,310.1,1392.0,47.9,201,0,0,0,0,0,0,0,9.9,66676.8
7167,M22026,M,300.3,310.2,1429.0,44.7,203,0,0,0,0,0,0,1,9.9,63876.3
7168,L54347,L,300.3,310.3,1362.0,60.3,206,1,0,0,0,1,0,0,10.0,82128.6
7169,L54348,L,300.3,310.3,1704.0,29.5,0,0,0,0,0,0,0,0,10.0,50268.0
7170,L54349,L,300.3,310.2,1492.0,52.3,2,0,0,0,0,0,0,0,9.9,78031.6
7171,M22030,M,300.3,310.2,1442.0,39.5,4,0,0,0,0,0,0,1,9.9,56959.0
7172,M22031,M,300.2,310.2,1438.0,51.5,7,0,0,0,0,0,0,1,10.0,74057.0
7173,M22032,M,300.1,310.1,1402.0,46.6,10,0,0,0,0,0,0,1,10.0,65333.2
7174,L54353,L,300.1,310.1,1684.0,30.8,13,0,0,0,0,0,0,0,10.0,51867.2
7175,L54354,L,300.2,310.2,1530.0,48.5,15,0,0,0,0,0,0,0,10.0,74205.0
7176,L54355,L,300.1,310.1,1569.0,43.5,17,0,0,0,0,0,0,0,10.0,68251.5
7177,L54356,L,300.1,310.1,1650.0,31.6,19,0,0,0,0,0,0,0,10.0,52140.0
7178,L54357,L,300.2,310.2,1415.0,49.6,21,0,0,0,0,0,0,0,10.0,70184.0
7179,L54358,L,300.2,310.2,1600.0,31.5,23,0,0,0,0,0,0,0,10.0,50400.0
7180,L54359,L,300.2,310.1,1523.0,42.3,25,0,0,0,0,0,0,0,9.9,64422.9
7181,M22040,M,300.2,310.2,1628.0,30.3,27,0,0,0,0,0,0,1,10.0,49328.4
7182,L54361,L,300.2,310.3,1331.0,52.1,30,0,0,0,0,0,0,0,10.1,69345.1
7183,L54362,L,300.3,310.3,2076.62838774028,16.8,32,0,0,0,0,0,0,0,10.0,34887.357
7184,L54363,L,300.2,310.3,1445.0,50.9,34,0,0,0,0,0,0,0,10.1,73550.5
7185,M22044,M,300.2,310.3,1593.0,36.1,36,0,0,0,0,0,0,1,10.1,57507.3
7186,L54365,L,300.3,310.4,1672.0,29.2,39,0,0,0,0,0,0,0,10.1,48822.4
7187,M22046,M,300.4,310.5,1644.0,31.4,41,0,0,0,0,0,0,1,10.1,51621.6
7188,L54367,L,300.4,310.5,1402.0,54.3,44,0,0,0,0,0,0,0,10.1,76128.6
7189,L54368,L,300.4,310.4,1286.0,56.8,46,0,0,0,0,0,0,0,10.0,73044.8
7190,L54369,L,300.4,310.4,1486.0,46.3,48,0,0,0,0,0,0,0,10.0,68801.8
7191,L54370,L,300.3,310.3,1345.0,46.3,50,0,0,0,0,0,0,0,10.0,62273.5
7192,L54371,L,300.3,310.3,1629.0,34.1,52,0,0,0,0,0,0,0,10.0,55548.9
7193,M22052,M,300.2,310.2,1429.0,43.8,54,0,0,0,0,0,0,1,10.0,62590.2
7194,L54373,L,300.1,310.1,1306.0,64.7,57,0,0,0,0,0,0,0,10.0,84498.2
7195,L54374,L,300.1,310.1,1380.0,52.6,59,0,0,0,0,0,0,0,10.0,72588.0
7196,M22055,M,300.1,310.1,1443.0,49.3,61,0,0,0,0,0,0,1,10.0,71139.9
7197,H36610,H,300.1,310.1,1426.0,42.7,64,0,0,0,0,0,0,2,10.0,60890.2
7198,L54377,L,300.0,310.0,1486.0,41.8,69,0,0,0,0,0,0,0,10.0,62114.8
7199,M22058,M,300.0,309.9,1530.0,34.5,71,0,0,0,0,0,0,1,9.9,52785.0
7200,L54379,L,300.0,309.9,1507.0,41.4,74,0,0,0,0,0,0,0,9.9,62389.8
7201,L54380,L,300.0,309.9,1608.0,33.4,76,0,0,0,0,0,0,0,9.9,53707.2
7202,L54381,L,300.0,309.8,1474.0,40.6,78,0,0,0,0,0,0,0,9.8,59844.4
7203,L54382,L,300.0,309.7,1326.0,61.9,80,0,0,0,0,0,0,0,9.7,82079.4
7204,M22063,M,299.8,309.6,1434.0,48.0,82,0,0,0,0,0,0,1,9.8,68832.0
7205,L54384,L,299.8,309.6,1526.0,41.7,85,0,0,0,0,0,0,0,9.8,63634.2
7206,L54385,L,299.8,309.7,1483.0,39.6,87,0,0,0,0,0,0,0,9.9,58726.8
7207,L54386,L,299.8,309.7,1457.0,51.9,89,0,0,0,0,0,0,0,9.9,75618.3
7208,M22067,M,299.7,309.6,1540.0,34.4,91,0,0,0,0,0,0,1,9.9,52976.0
7209,L54388,L,299.8,309.7,1707.0,29.1,94,0,0,0,0,0,0,0,9.9,49673.7
7210,L54389,L,299.8,309.7,1624.0,34.2,96,0,0,0,0,0,0,0,9.9,55540.8
7211,M22070,M,299.8,309.6,1331.0,50.2,98,0,0,0,0,0,0,1,9.8,66816.2
7212,L54391,L,299.8,309.7,1431.0,40.3,101,0,0,0,0,0,0,0,9.9,57669.3
7213,M22072,M,299.8,309.7,1705.0,28.5,103,0,0,0,0,0,0,1,9.9,48592.5
7214,M22073,M,299.8,309.8,1427.0,45.2,106,0,0,0,0,0,0,1,10.0,64500.4
7215,M22074,M,299.9,309.8,1625.0,41.2,109,0,0,0,0,0,0,1,9.9,66950.0
7216,L54395,L,299.9,309.8,1477.0,47.7,112,0,0,0,0,0,0,0,9.9,70452.9
7217,M22076,M,300.0,309.9,1651.0,28.1,114,0,0,0,0,0,0,1,9.9,46393.1
7218,L54397,L,299.9,309.8,1716.0,28.2,117,0,0,0,0,0,0,0,9.9,48391.2
7219,H36632,H,299.9,309.8,1400.0,48.7,119,0,0,0,0,0,0,2,9.9,68180.0
7220,M22079,M,299.8,309.7,1556.0,37.7,124,0,0,0,0,0,0,1,9.9,58661.2
7221,L54400,L,299.8,309.7,1429.0,42.6,127,0,0,0,0,0,0,0,9.9,60875.4
7222,H36635,H,299.7,309.6,1433.0,49.6,129,0,0,0,0,0,0,2,9.9,71076.8
7223,M22082,M,299.8,309.7,1320.0,61.7,134,0,0,0,0,0,0,1,9.9,81444.0
7224,L54403,L,299.8,309.6,1374.0,51.6,137,0,0,0,0,0,0,0,9.8,70898.4
7225,L54404,L,299.8,309.6,1598.0,31.0,139,0,0,0,0,0,0,0,9.8,49538.0
7226,M22085,M,299.8,309.7,1910.0,21.8,141,0,0,0,0,0,0,1,9.9,41638.0
7227,L54406,L,299.7,309.6,1399.0,51.3,144,0,0,0,0,0,0,0,9.9,71768.7
7228,L54407,L,299.7,309.6,1720.0,27.1,146,0,0,0,0,0,0,0,9.9,46612.0
7229,H36642,H,299.8,309.7,1368.0,47.4,148,0,0,0,0,0,0,2,9.9,64843.2
7230,L54409,L,299.8,309.8,1749.0,33.4,153,0,0,0,0,0,0,0,10.0,58416.6
7231,L54410,L,299.8,309.8,1542.0,39.4,155,0,0,0,0,0,0,0,10.0,60754.8
7232,L54411,L,299.8,309.9,1553.0,36.6,157,0,0,0,0,0,0,0,10.1,56839.8
7233,M22092,M,299.9,309.9,1639.0,42.1,159,0,0,0,0,0,0,1,10.0,69001.9
7234,L54413,L,299.9,310.0,1447.0,45.9,162,0,0,0,0,0,0,0,10.1,66417.3
7235,M22094,M,299.8,310.0,1397.0,48.1,164,0,0,0,0,0,0,1,10.2,67195.7
7236,L54415,L,299.8,310.0,1361.0,53.8,167,0,0,0,0,0,0,0,10.2,73221.8
7237,M22096,M,299.8,310.0,1460.0,37.1,169,0,0,0,0,0,0,1,10.2,54166.0
7238,M22097,M,299.8,310.0,1632.0,33.7,172,0,0,0,0,0,0,1,10.2,54998.4
7239,L54418,L,299.8,310.0,1697.0,36.0,175,0,0,0,0,0,0,0,10.2,61092.0
7240,L54419,L,299.8,310.1,1553.0,42.0,177,0,0,0,0,0,0,0,10.3,65226.0
7241,M22100,M,299.9,310.1,1362.0,56.3,179,0,0,0,0,0,0,1,10.2,76680.6
7242,M22101,M,299.9,310.0,1484.0,42.1,182,0,0,0,0,0,0,1,10.1,62476.4
7243,H36656,H,299.9,310.1,1447.0,51.4,185,0,0,0,0,0,0,2,10.2,74375.8
7244,M22103,M,300.0,310.2,1393.0,51.2,190,0,0,0,0,0,0,1,10.2,71321.6
7245,L54424,L,300.0,310.2,1760.0,26.9,193,0,0,0,0,0,0,0,10.2,47344.0
7246,L54425,L,300.0,310.1,1477.0,34.6,195,0,0,0,0,0,0,0,10.1,51104.2
7247,L54426,L,299.9,310.1,1681.0,29.1,197,0,0,0,0,0,0,0,10.2,48917.1
7248,M22107,M,300.0,310.1,1314.0,53.5,199,0,0,0,0,0,0,1,10.1,70299.0
7249,L54428,L,300.0,310.1,1762.0,28.0,202,0,0,0,0,0,0,0,10.1,49336.0
7250,L54429,L,299.9,310.0,1402.0,44.7,204,0,0,0,0,0,0,0,10.1,62669.4
7251,M22110,M,300.1,310.2,1429.0,42.0,206,0,0,0,0,0,0,1,10.1,60018.0
7252,M22111,M,300.2,310.3,1448.0,40.1,209,0,0,0,0,0,0,1,10.1,58064.8
7253,H36666,H,300.2,310.4,1501.0,42.9,212,0,0,0,0,0,0,2,10.2,64392.9
7254,L54433,L,300.3,310.5,1522.0,39.1,217,0,0,0,0,0,0,0,10.2,59510.2
7255,L54434,L,300.3,310.4,1493.0,37.5,219,0,0,0,0,0,0,0,10.1,55987.5
7256,M22115,M,300.2,310.3,1704.0,29.4,221,0,0,0,0,0,0,1,10.1,50097.6
7257,H36670,H,300.2,310.3,1408.0,42.5,0,0,0,0,0,0,0,2,10.1,59840.0
7258,L54437,L,300.2,310.4,1518.0,41.8,5,0,0,0,0,0,0,0,10.2,63452.4
7259,L54438,L,300.3,310.4,1742.0,25.9,7,0,0,0,0,0,0,0,10.1,45117.8
7260,M22119,M,300.4,310.5,1500.0,43.0,9,0,0,0,0,0,0,1,10.1,64500.0
7261,L54440,L,300.4,310.5,2076.62838774028,14.5,12,0,0,0,0,0,0,0,10.1,30111.112
7262,L54441,L,300.4,310.5,1818.0,25.1,14,0,0,0,0,0,0,0,10.1,45631.8
7263,M22122,M,300.4,310.6,1545.0,35.6,16,0,0,0,0,0,0,1,10.2,55002.0
7264,L54443,L,300.4,310.6,1429.0,46.9,19,0,0,0,0,0,0,0,10.2,67020.1
7265,M22124,M,300.4,310.6,1448.0,44.9,21,0,0,0,0,0,0,1,10.2,65015.2
7266,L54445,L,300.4,310.6,1384.0,48.7,24,0,0,0,0,0,0,0,10.2,67400.8
7267,L54446,L,300.4,310.5,1578.0,32.8,26,0,0,0,0,0,0,0,10.1,51758.4
7268,L54447,L,300.5,310.5,1695.0,26.7,28,0,0,0,0,0,0,0,10.0,45256.5
7269,L54448,L,300.5,310.6,1543.0,36.2,30,0,0,0,0,0,0,0,10.1,55856.6
7270,M22129,M,300.4,310.5,1540.0,33.4,32,0,0,0,0,0,0,1,10.1,51436.0
7271,L54450,L,300.2,310.4,1808.0,25.8,35,0,0,0,0,0,0,0,10.2,46646.4
7272,M22131,M,300.3,310.4,1293.0,49.7,37,0,0,0,0,0,0,1,10.1,64262.1
7273,L54452,L,300.2,310.3,1202.0,59.5,40,0,0,0,0,0,0,0,10.1,71519.0
7274,M22133,M,300.2,310.3,1704.0,29.2,42,0,0,0,0,0,0,1,10.1,49756.8
7275,M22134,M,300.2,310.3,1478.0,38.1,45,0,0,0,0,0,0,1,10.1,56311.8
7276,L54455,L,300.2,310.3,1514.0,38.7,48,0,0,0,0,0,0,0,10.1,58591.8
7277,M22136,M,300.1,310.3,1350.0,48.8,50,0,0,0,0,0,0,1,10.2,65880.0
7278,L54457,L,300.1,310.2,1475.0,54.2,53,0,0,0,0,0,0,0,10.1,79945.0
7279,H36692,H,300.0,310.1,1714.0,28.7,55,0,0,0,0,0,0,2,10.1,49191.8
7280,L54459,L,300.0,310.1,1465.0,40.9,60,0,0,0,0,0,0,0,10.1,59918.5
7281,L54460,L,299.9,310.2,1288.0,69.6,62,1,0,0,1,0,0,0,10.3,89644.8
7282,L54461,L,300.0,310.2,1675.0,29.7,64,0,0,0,0,0,0,0,10.2,49747.5
7283,L54462,L,300.0,310.2,1486.0,36.4,66,0,0,0,0,0,0,0,10.2,54090.4
7284,M22143,M,300.0,310.2,1443.0,58.7,68,0,0,0,0,0,0,1,10.2,84704.1
7285,M22144,M,300.1,310.3,1345.0,57.1,71,0,0,0,0,0,0,1,10.2,76799.5
